# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "ID" "-a" "reference/GWH_reference/annotation.gff" "-o" "counts/C0H_R1_counts.txt" "alignments/C0H_R1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C0H_R1.sorted.bam
GUL06G002940	GWHHCNU00000006.1	35289138	35289389	+	252	0
GUL06G002941	GWHHCNU00000006.1	35295655	35299979	+	4325	1254
GUL06G002942	GWHHCNU00000006.1	35301810	35303558	-	1749	0
GUL06G002943	GWHHCNU00000006.1	35305826	35312693	-	6868	866
GUL06G002944	GWHHCNU00000006.1	35354663	35356476	+	1814	946
GUL06G002945	GWHHCNU00000006.1	35372481	35372759	+	279	0
GUL06G002946	GWHHCNU00000006.1	35374157	35375479	+	1323	832
GUL06G002947	GWHHCNU00000006.1	35378619	35381596	+	2978	140
GUL06G002948	GWHHCNU00000006.1	35382721	35387493	-	4773	313
GUL06G002949	GWHHCNU00000006.1	35403541	35406749	+	3209	0
GUL06G002950	GWHHCNU00000006.1	35424153	35429289	+	5137	343
GUL06G002951	GWHHCNU00000006.1	35431062	35432413	-	1352	0
GUL06G002952	GWHHCNU00000006.1	35452028	35454386	-	2359	347
GUL06G002953	GWHHCNU00000006.1	35456049	35462457	+	6409	1419
GUL06G002954	GWHHCNU00000006.1	35468477	35469361	+	885	0
GUL06G002955	GWHHCNU00000006.1	35472656	35473093	+	438	5
GUL06G002956	GWHHCNU00000006.1	35475987	35476605	+	619	0
GUL06G002957	GWHHCNU00000006.1	35492517	35493349	+	833	1825
GUL06G002958	GWHHCNU00000006.1	35494082	35495490	-	1409	0
GUL06G002959	GWHHCNU00000006.1	35498738	35500419	-	1682	0
GUL06G002960	GWHHCNU00000006.1	35508902	35510601	+	1700	430
GUL06G002961	GWHHCNU00000006.1	35511778	35512047	-	270	0
GUL06G002962	GWHHCNU00000006.1	35513532	35513918	+	387	0
GUL06G002963	GWHHCNU00000006.1	35516014	35517606	+	1593	2440
GUL06G002964	GWHHCNU00000006.1	35520119	35521099	+	981	5511
GUL06G002965	GWHHCNU00000006.1	35522890	35524620	-	1731	0
GUL06G002966	GWHHCNU00000006.1	35527640	35534220	-	6581	7014
GUL06G002967	GWHHCNU00000006.1	35541832	35543721	+	1890	1596
GUL06G002968	GWHHCNU00000006.1	35544993	35550247	-	5255	764
GUL06G002969	GWHHCNU00000006.1	35552328	35553948	-	1621	0
GUL06G002970	GWHHCNU00000006.1	35556358	35556663	+	306	0
GUL06G002971	GWHHCNU00000006.1	35559401	35559709	-	309	0
GUL06G002972	GWHHCNU00000006.1	35562153	35563344	+	1192	0
GUL06G002973	GWHHCNU00000006.1	35565790	35570006	-	4217	20
GUL06G002974	GWHHCNU00000006.1	35581241	35586920	+	5680	22
GUL06G002975	GWHHCNU00000006.1	35589119	35591059	+	1941	24
GUL06G002976	GWHHCNU00000006.1	35592697	35597144	-	4448	1453
GUL06G002977	GWHHCNU00000006.1	35606125	35608981	-	2857	0
GUL06G002978	GWHHCNU00000006.1	35624436	35627506	+	3071	52
GUL06G002979	GWHHCNU00000006.1	35630164	35632937	-	2774	148
GUL06G002980	GWHHCNU00000006.1	35635978	35660786	+	24809	467
GUL06G002981	GWHHCNU00000006.1	35662713	35662943	+	231	0
GUL06G002982	GWHHCNU00000006.1	35669003	35670658	+	1656	179
GUL06G002983	GWHHCNU00000006.1	35677452	35680622	-	3171	0
GUL06G002984	GWHHCNU00000006.1	35683529	35687094	+	3566	2235
GUL06G002985	GWHHCNU00000006.1	35703853	35706321	-	2469	653
GUL06G002986	GWHHCNU00000006.1	35717110	35718373	-	1264	390
GUL06G002987	GWHHCNU00000006.1	35727081	35731554	+	4474	5
GUL06G002988	GWHHCNU00000006.1	35732657	35734456	-	1800	2330
GUL06G002989	GWHHCNU00000006.1	35759816	35763343	-	3528	237
GUL06G002990	GWHHCNU00000006.1	35769844	35771594	+	1751	0
GUL06G002991	GWHHCNU00000006.1	35784943	35785375	-	433	12
GUL06G002992	GWHHCNU00000006.1	35790145	35791395	+	1251	0
GUL06G002993	GWHHCNU00000006.1	35798171	35799328	+	1158	0
GUL06G002994	GWHHCNU00000006.1	35807956	35818258	+	10303	2576
GUL06G002995	GWHHCNU00000006.1	35820269	35826926	+	6658	506
GUL06G002996	GWHHCNU00000006.1	35827659	35828027	-	369	176
GUL06G002997	GWHHCNU00000006.1	35831800	35838848	+	7049	3720
GUL06G002998	GWHHCNU00000006.1	35858883	35860046	+	1164	438
GUL06G002999	GWHHCNU00000006.1	35861976	35862635	-	660	0
GUL06G003000	GWHHCNU00000006.1	35864539	35868467	+	3929	2005
GUL06G003001	GWHHCNU00000006.1	35870104	35872887	-	2784	25
GUL06G003002	GWHHCNU00000006.1	35878601	35879828	-	1228	54
GUL06G003003	GWHHCNU00000006.1	35893690	35896887	+	3198	273
GUL06G003004	GWHHCNU00000006.1	35898203	35902270	+	4068	2917
GUL06G003005	GWHHCNU00000006.1	35907601	35908719	+	1119	368
GUL06G003006	GWHHCNU00000006.1	35915175	35916131	+	957	69
GUL06G003007	GWHHCNU00000006.1	35932374	35932838	-	465	0
GUL06G003008	GWHHCNU00000006.1	35943552	35945135	+	1584	214
GUL06G003009	GWHHCNU00000006.1	35961564	35964589	+	3026	44
GUL06G003010	GWHHCNU00000006.1	35975573	35975854	+	282	22
GUL06G003011	GWHHCNU00000006.1	35992187	35992865	+	679	0
GUL06G003012	GWHHCNU00000006.1	35993798	35994252	-	455	0
GUL06G003013	GWHHCNU00000006.1	35994301	35995680	-	1380	14
GUL06G003014	GWHHCNU00000006.1	36010942	36016687	+	5746	1908
GUL06G003015	GWHHCNU00000006.1	36023572	36024354	+	783	0
GUL06G003016	GWHHCNU00000006.1	36036702	36041101	-	4400	0
GUL06G003017	GWHHCNU00000006.1	36059117	36063795	+	4679	1991
GUL06G003018	GWHHCNU00000006.1	36064780	36066044	-	1265	103
GUL06G003019	GWHHCNU00000006.1	36073740	36074699	-	960	0
GUL06G003020	GWHHCNU00000006.1	36077181	36077672	-	492	0
GUL06G003021	GWHHCNU00000006.1	36078390	36080709	-	2320	0
GUL06G003022	GWHHCNU00000006.1	36089500	36090802	-	1303	6947
GUL06G003023	GWHHCNU00000006.1	36094832	36095050	+	219	0
GUL06G003024	GWHHCNU00000006.1	36095234	36095785	+	552	0
GUL06G003025	GWHHCNU00000006.1	36095861	36096154	+	294	0
GUL06G003026	GWHHCNU00000006.1	36096266	36096472	+	207	0
GUL06G003027	GWHHCNU00000006.1	36098596	36100657	-	2062	50
GUL06G003028	GWHHCNU00000006.1	36102598	36102924	-	327	0
GUL06G003029	GWHHCNU00000006.1	36105029	36105232	-	204	0
GUL06G003030	GWHHCNU00000006.1	36131441	36131644	-	204	0
GUL06G003031	GWHHCNU00000006.1	36135460	36143391	+	7932	230
GUL06G003032	GWHHCNU00000006.1	36152377	36154976	+	2600	186
GUL06G003033	GWHHCNU00000006.1	36157308	36163980	+	6673	0
GUL06G003034	GWHHCNU00000006.1	36164411	36164632	+	222	0
GUL06G003035	GWHHCNU00000006.1	36174989	36178881	-	3893	0
GUL06G003036	GWHHCNU00000006.1	36188226	36192339	-	4114	555
GUL06G003037	GWHHCNU00000006.1	36198212	36199440	+	1229	0
GUL06G003038	GWHHCNU00000006.1	36205666	36211236	-	5571	14
GUL06G003039	GWHHCNU00000006.1	36212711	36216304	+	3594	7
GUL06G003040	GWHHCNU00000006.1	36216887	36220891	-	4005	2964
GUL06G003041	GWHHCNU00000006.1	36232449	36235556	-	3108	121
GUL06G003042	GWHHCNU00000006.1	36236886	36239309	-	2424	445
GUL06G003043	GWHHCNU00000006.1	36243698	36245528	-	1831	0
GUL06G003044	GWHHCNU00000006.1	36245561	36245896	-	336	0
GUL06G003045	GWHHCNU00000006.1	36248795	36251816	+	3022	171
GUL06G003046	GWHHCNU00000006.1	36261979	36267459	-	5481	759
GUL06G003047	GWHHCNU00000006.1	36273440	36274772	-	1333	655
GUL06G003048	GWHHCNU00000006.1	36288170	36290766	-	2597	3
GUL06G003049	GWHHCNU00000006.1	36295606	36296870	-	1265	7
GUL06G003050	GWHHCNU00000006.1	36299088	36302239	-	3152	24
GUL06G003051	GWHHCNU00000006.1	36315273	36319858	-	4586	12
GUL06G003052	GWHHCNU00000006.1	36329627	36329974	+	348	0
GUL06G003053	GWHHCNU00000006.1	36334669	36336186	+	1518	0
GUL06G003054	GWHHCNU00000006.1	36348249	36348458	+	210	0
GUL06G003055	GWHHCNU00000006.1	36349338	36350945	+	1608	0
GUL06G003056	GWHHCNU00000006.1	36366012	36367561	+	1550	0
GUL06G003057	GWHHCNU00000006.1	36371882	36376316	+	4435	0
GUL06G003058	GWHHCNU00000006.1	36382964	36384511	+	1548	0
GUL06G003059	GWHHCNU00000006.1	36389441	36390898	+	1458	0
GUL06G003060	GWHHCNU00000006.1	36392220	36393953	-	1734	0
GUL06G003061	GWHHCNU00000006.1	36401461	36402999	+	1539	516
GUL06G003062	GWHHCNU00000006.1	36423057	36426294	+	3238	80
GUL06G003063	GWHHCNU00000006.1	36426920	36430123	-	3204	45
GUL06G003064	GWHHCNU00000006.1	36434492	36435594	+	1103	0
GUL06G003065	GWHHCNU00000006.1	36440706	36441764	+	1059	0
GUL06G003066	GWHHCNU00000006.1	36442999	36444204	+	1206	0
GUL06G003067	GWHHCNU00000006.1	36446960	36447271	+	312	0
GUL06G003068	GWHHCNU00000006.1	36448465	36452448	-	3984	0
GUL06G003069	GWHHCNU00000006.1	36454852	36455115	+	264	0
GUL06G003070	GWHHCNU00000006.1	36458022	36460130	-	2109	0
GUL06G003071	GWHHCNU00000006.1	36479713	36481809	+	2097	26
GUL06G003072	GWHHCNU00000006.1	36485871	36494262	-	8392	603
GUL06G003073	GWHHCNU00000006.1	36500610	36500831	+	222	2
GUL06G003074	GWHHCNU00000006.1	36505325	36507468	+	2144	122
GUL06G003075	GWHHCNU00000006.1	36512496	36526482	-	13987	931
GUL06G003076	GWHHCNU00000006.1	36529075	36532416	-	3342	16
GUL06G003077	GWHHCNU00000006.1	36551169	36551819	+	651	0
GUL06G003078	GWHHCNU00000006.1	36551943	36552476	+	534	8
GUL06G003079	GWHHCNU00000006.1	36556259	36556868	+	610	102
GUL06G003080	GWHHCNU00000006.1	36561549	36564463	-	2915	1260
GUL06G003081	GWHHCNU00000006.1	36569874	36570708	-	835	6
GUL06G003082	GWHHCNU00000006.1	36571120	36572014	+	895	2
GUL06G003083	GWHHCNU00000006.1	36579418	36579618	+	201	0
GUL06G003084	GWHHCNU00000006.1	36586128	36590747	-	4620	899
GUL06G003085	GWHHCNU00000006.1	36621695	36625601	-	3907	1417
GUL06G003086	GWHHCNU00000006.1	36629684	36631929	+	2246	776
GUL06G003087	GWHHCNU00000006.1	36633009	36639009	-	6001	5649
GUL06G003088	GWHHCNU00000006.1	36650646	36658094	-	7449	4
GUL06G003089	GWHHCNU00000006.1	36659331	36661722	-	2392	10
GUL06G003090	GWHHCNU00000006.1	36663746	36666480	-	2735	85
GUL06G003091	GWHHCNU00000006.1	36675096	36677114	-	2019	14
GUL06G003092	GWHHCNU00000006.1	36699764	36703763	-	4000	1780
GUL06G003093	GWHHCNU00000006.1	36715788	36725843	-	10056	10628
GUL06G003094	GWHHCNU00000006.1	36722740	36723102	-	363	0
GUL06G003095	GWHHCNU00000006.1	36729231	36733458	+	4228	4459
GUL06G003096	GWHHCNU00000006.1	36735289	36736038	-	750	4158
GUL06G003097	GWHHCNU00000006.1	36745324	36748800	+	3477	28
GUL06G003098	GWHHCNU00000006.1	36750176	36750724	-	549	0
GUL06G003099	GWHHCNU00000006.1	36753449	36759520	+	6072	14
GUL06G003100	GWHHCNU00000006.1	36760544	36764373	-	3830	3726
GUL06G003101	GWHHCNU00000006.1	36765798	36766595	-	798	32
GUL06G003102	GWHHCNU00000006.1	36774341	36775117	-	777	0
GUL06G003103	GWHHCNU00000006.1	36777168	36777374	-	207	0
GUL06G003104	GWHHCNU00000006.1	36779698	36782028	-	2331	2228
GUL06G003105	GWHHCNU00000006.1	36782314	36782652	+	339	0
GUL06G003106	GWHHCNU00000006.1	36785231	36794861	-	9631	872
GUL06G003107	GWHHCNU00000006.1	36797189	36802956	-	5768	0
GUL06G003108	GWHHCNU00000006.1	36815984	36817958	-	1975	0
GUL06G003109	GWHHCNU00000006.1	36819524	36824767	+	5244	10
GUL06G003110	GWHHCNU00000006.1	36825508	36827951	-	2444	2113
GUL06G003111	GWHHCNU00000006.1	36828023	36834985	-	6963	170
GUL06G003112	GWHHCNU00000006.1	36836319	36838141	+	1823	1919
GUL06G003113	GWHHCNU00000006.1	36842554	36844641	+	2088	0
GUL06G003114	GWHHCNU00000006.1	36852080	36852547	-	468	4239
GUL06G003115	GWHHCNU00000006.1	36855853	36860367	+	4515	2891
GUL06G003116	GWHHCNU00000006.1	36862741	36865009	-	2269	1008
GUL06G003117	GWHHCNU00000006.1	36868813	36872108	+	3296	2198
GUL06G003118	GWHHCNU00000006.1	36882280	36882543	+	264	0
GUL06G003119	GWHHCNU00000006.1	36884462	36884677	-	216	0
GUL06G003120	GWHHCNU00000006.1	36899539	36900225	+	687	0
GUL06G003121	GWHHCNU00000006.1	36902181	36903275	+	1095	949
GUL06G003122	GWHHCNU00000006.1	36918370	36918705	-	336	0
GUL06G003123	GWHHCNU00000006.1	36920764	36925338	+	4575	534
GUL06G003124	GWHHCNU00000006.1	36929100	36932963	+	3864	0
GUL06G003125	GWHHCNU00000006.1	36962329	36969814	+	7486	0
GUL06G003126	GWHHCNU00000006.1	36972165	36973131	-	967	0
GUL06G003127	GWHHCNU00000006.1	36974471	36976697	+	2227	23
GUL06G003128	GWHHCNU00000006.1	36977268	36980402	-	3135	9451
GUL06G003129	GWHHCNU00000006.1	36983325	36986291	-	2967	2630
GUL06G003130	GWHHCNU00000006.1	37001293	37004306	+	3014	0
GUL06G003131	GWHHCNU00000006.1	37015837	37019669	+	3833	104
GUL06G003132	GWHHCNU00000006.1	37021854	37022651	+	798	0
GUL06G003133	GWHHCNU00000006.1	37022711	37023545	+	835	0
GUL06G003134	GWHHCNU00000006.1	37045677	37048704	+	3028	4230
GUL06G003135	GWHHCNU00000006.1	37050398	37060718	+	10321	24
GUL06G003136	GWHHCNU00000006.1	37068840	37072827	+	3988	0
GUL06G003137	GWHHCNU00000006.1	37075283	37080141	-	4859	9
GUL06G003138	GWHHCNU00000006.1	37081446	37082941	+	1496	2
GUL06G003139	GWHHCNU00000006.1	37086197	37089639	-	3443	208
GUL06G003140	GWHHCNU00000006.1	37096042	37097649	-	1608	297
GUL06G003141	GWHHCNU00000006.1	37100886	37102187	+	1302	222
GUL06G003142	GWHHCNU00000006.1	37102215	37107980	+	5766	5254
GUL06G003143	GWHHCNU00000006.1	37110420	37114219	-	3800	0
GUL06G003144	GWHHCNU00000006.1	37118838	37119131	-	294	0
GUL06G003145	GWHHCNU00000006.1	37121583	37121936	+	354	1158
GUL06G003146	GWHHCNU00000006.1	37129650	37132206	+	2557	505
GUL06G003147	GWHHCNU00000006.1	37135591	37137438	-	1848	613
GUL06G003148	GWHHCNU00000006.1	37139089	37141747	+	2659	0
GUL06G003149	GWHHCNU00000006.1	37144045	37149491	-	5447	335
GUL06G003150	GWHHCNU00000006.1	37150401	37150682	-	282	0
GUL06G003151	GWHHCNU00000006.1	37153221	37153496	+	276	0
GUL06G003152	GWHHCNU00000006.1	37163318	37168402	+	5085	836
GUL06G003153	GWHHCNU00000006.1	37171384	37179200	+	7817	0
GUL06G003154	GWHHCNU00000006.1	37180393	37180839	-	447	2914
GUL06G003155	GWHHCNU00000006.1	37188453	37194571	+	6119	435
GUL06G003156	GWHHCNU00000006.1	37195831	37196899	+	1069	6
GUL06G003157	GWHHCNU00000006.1	37212920	37213840	+	921	165
GUL06G003158	GWHHCNU00000006.1	37223588	37226070	+	2483	197
GUL06G003159	GWHHCNU00000006.1	37227150	37227407	+	258	0
GUL06G003160	GWHHCNU00000006.1	37229379	37231630	-	2252	0
GUL06G003161	GWHHCNU00000006.1	37232587	37234536	+	1950	84
GUL06G003162	GWHHCNU00000006.1	37243446	37244651	-	1206	0
GUL06G003163	GWHHCNU00000006.1	37246807	37249286	+	2480	211
GUL06G003164	GWHHCNU00000006.1	37251133	37252172	+	1040	0
GUL06G003165	GWHHCNU00000006.1	37265875	37267086	-	1212	14
GUL06G003166	GWHHCNU00000006.1	37291297	37291545	+	249	0
GUL06G003167	GWHHCNU00000006.1	37297623	37298143	+	521	0
GUL06G003168	GWHHCNU00000006.1	37301800	37304592	-	2793	123
GUL06G003169	GWHHCNU00000006.1	37318991	37324376	-	5386	39
GUL06G003170	GWHHCNU00000006.1	37344116	37348660	-	4545	1039
GUL06G003171	GWHHCNU00000006.1	37362559	37364159	-	1601	217
GUL06G003172	GWHHCNU00000006.1	37367844	37368299	+	456	736
GUL06G003173	GWHHCNU00000006.1	37412988	37413767	+	780	0
GUL06G003174	GWHHCNU00000006.1	37423401	37423928	-	528	0
GUL06G003175	GWHHCNU00000006.1	37427149	37432287	+	5139	28
GUL06G003176	GWHHCNU00000006.1	37437397	37439403	-	2007	95
GUL06G003177	GWHHCNU00000006.1	37448589	37451297	-	2709	0
GUL06G003178	GWHHCNU00000006.1	37462150	37464749	+	2600	385
GUL06G003179	GWHHCNU00000006.1	37466343	37467532	+	1190	10
GUL06G003180	GWHHCNU00000006.1	37467786	37470942	-	3157	3397
GUL06G003181	GWHHCNU00000006.1	37479664	37480641	-	978	14597
GUL06G003182	GWHHCNU00000006.1	37492865	37493185	+	321	86
GUL06G003183	GWHHCNU00000006.1	37493339	37499915	+	6577	847
GUL06G003184	GWHHCNU00000006.1	37500731	37504380	-	3650	900
GUL06G003185	GWHHCNU00000006.1	37508771	37516207	-	7437	68
GUL06G003186	GWHHCNU00000006.1	37518383	37522351	-	3969	9113
GUL06G003187	GWHHCNU00000006.1	37529605	37529982	+	378	0
GUL06G003188	GWHHCNU00000006.1	37532083	37533145	-	1063	0
GUL06G003189	GWHHCNU00000006.1	37541918	37546548	+	4631	207
GUL06G003190	GWHHCNU00000006.1	37549982	37554487	+	4506	330
GUL06G003191	GWHHCNU00000006.1	37561645	37567306	+	5662	6236
GUL06G003192	GWHHCNU00000006.1	37569769	37575297	-	5529	1831
GUL06G003193	GWHHCNU00000006.1	37577469	37580126	-	2658	0
GUL06G003194	GWHHCNU00000006.1	37586732	37588503	-	1772	0
GUL06G003195	GWHHCNU00000006.1	37591474	37593819	+	2346	0
GUL06G003196	GWHHCNU00000006.1	37593925	37595175	+	1251	0
GUL06G003197	GWHHCNU00000006.1	37606372	37607622	+	1251	209
GUL06G003198	GWHHCNU00000006.1	37607698	37609617	+	1920	389
GUL06G003199	GWHHCNU00000006.1	37614018	37614883	-	866	0
GUL06G003200	GWHHCNU00000006.1	37616584	37620545	+	3962	0
GUL06G003201	GWHHCNU00000006.1	37622700	37626525	-	3826	371
GUL06G003202	GWHHCNU00000006.1	37636470	37636916	+	447	0
GUL06G003203	GWHHCNU00000006.1	37637796	37640509	+	2714	15
GUL06G003204	GWHHCNU00000006.1	37642017	37647048	+	5032	115
GUL06G003205	GWHHCNU00000006.1	37647483	37652350	-	4868	3006
GUL06G003206	GWHHCNU00000006.1	37676924	37681532	+	4609	34
GUL06G003207	GWHHCNU00000006.1	37682626	37683078	-	453	0
GUL06G003208	GWHHCNU00000006.1	37684528	37690290	-	5763	565
GUL06G003209	GWHHCNU00000006.1	37697778	37699980	-	2203	2
GUL06G003210	GWHHCNU00000006.1	37700882	37703277	+	2396	0
GUL06G003211	GWHHCNU00000006.1	37705645	37707520	-	1876	85
GUL06G003212	GWHHCNU00000006.1	37708585	37710936	-	2352	15
GUL06G003213	GWHHCNU00000006.1	37712607	37716970	+	4364	2285
GUL06G003214	GWHHCNU00000006.1	37721083	37723416	-	2334	441
GUL06G003215	GWHHCNU00000006.1	37725641	37731034	+	5394	5031
GUL06G003216	GWHHCNU00000006.1	37732208	37734238	+	2031	283
GUL06G003217	GWHHCNU00000006.1	37734337	37736227	-	1891	125
GUL06G003218	GWHHCNU00000006.1	37744866	37745616	-	751	0
GUL06G003219	GWHHCNU00000006.1	37746393	37747437	+	1045	14
GUL06G003220	GWHHCNU00000006.1	37754338	37755863	-	1526	0
GUL06G003221	GWHHCNU00000006.1	37761189	37761533	+	345	0
GUL06G003222	GWHHCNU00000006.1	37763866	37764682	-	817	0
GUL06G003223	GWHHCNU00000006.1	37773939	37774649	-	711	0
GUL06G003224	GWHHCNU00000006.1	37777392	37782139	-	4748	219
GUL06G003225	GWHHCNU00000006.1	37786517	37792518	+	6002	27
GUL06G003226	GWHHCNU00000006.1	37799920	37800141	-	222	0
GUL06G003227	GWHHCNU00000006.1	37803785	37804897	-	1113	2
GUL06G003228	GWHHCNU00000006.1	37822191	37824693	-	2503	0
GUL06G003229	GWHHCNU00000006.1	37827720	37829412	-	1693	0
GUL06G003230	GWHHCNU00000006.1	37837477	37839905	-	2429	0
GUL06G003231	GWHHCNU00000006.1	37842442	37844377	+	1936	234
GUL06G003232	GWHHCNU00000006.1	37845918	37847802	-	1885	8
GUL06G003233	GWHHCNU00000006.1	37850909	37851540	-	632	0
GUL06G003234	GWHHCNU00000006.1	37852391	37852777	+	387	0
GUL06G003235	GWHHCNU00000006.1	37856254	37858489	-	2236	344
GUL06G003236	GWHHCNU00000006.1	37862912	37865409	+	2498	0
GUL06G003237	GWHHCNU00000006.1	37869013	37877111	-	8099	0
GUL06G003238	GWHHCNU00000006.1	37887622	37888476	-	855	0
GUL06G003239	GWHHCNU00000006.1	37901186	37902001	+	816	0
GUL06G003240	GWHHCNU00000006.1	37917524	37925407	+	7884	0
GUL06G003241	GWHHCNU00000006.1	37927292	37930968	-	3677	0
GUL06G003242	GWHHCNU00000006.1	37935198	37935970	-	773	0
GUL06G003243	GWHHCNU00000006.1	37949216	37957481	+	8266	3217
GUL06G003244	GWHHCNU00000006.1	37958957	37959508	+	552	10
GUL06G003245	GWHHCNU00000006.1	37962932	37970088	-	7157	12
GUL06G003246	GWHHCNU00000006.1	37976907	37980792	-	3886	500
GUL06G003247	GWHHCNU00000006.1	37984660	37987897	+	3238	508
GUL06G003248	GWHHCNU00000006.1	37990126	37996044	+	5919	6456
GUL06G003249	GWHHCNU00000006.1	38001862	38005424	-	3563	414
GUL06G003250	GWHHCNU00000006.1	38025018	38026477	+	1460	0
GUL06G003251	GWHHCNU00000006.1	38029859	38031947	-	2089	0
GUL06G003252	GWHHCNU00000006.1	38044437	38045047	-	611	145
GUL06G003253	GWHHCNU00000006.1	38059912	38063188	+	3277	2362
GUL06G003254	GWHHCNU00000006.1	38066346	38066651	-	306	0
GUL06G003255	GWHHCNU00000006.1	38066723	38067126	-	404	0
GUL06G003256	GWHHCNU00000006.1	38081975	38084192	+	2218	173
GUL06G003257	GWHHCNU00000006.1	38101147	38101395	-	249	0
GUL06G003258	GWHHCNU00000006.1	38105042	38105371	-	330	4
GUL06G003259	GWHHCNU00000006.1	38111793	38119421	+	7629	7029
GUL06G003260	GWHHCNU00000006.1	38121877	38126490	+	4614	5684
GUL06G003261	GWHHCNU00000006.1	38129094	38138397	+	9304	453
GUL06G003262	GWHHCNU00000006.1	38142513	38151350	+	8838	625
GUL06G003263	GWHHCNU00000006.1	38158242	38159729	+	1488	52
GUL06G003264	GWHHCNU00000006.1	38162962	38164993	+	2032	0
GUL06G003265	GWHHCNU00000006.1	38170690	38171337	+	648	1598
GUL06G003266	GWHHCNU00000006.1	38186978	38187922	-	945	2140
GUL06G003267	GWHHCNU00000006.1	38192651	38193509	+	859	0
GUL06G003268	GWHHCNU00000006.1	38193543	38194648	+	1106	0
GUL06G003269	GWHHCNU00000006.1	38201156	38201623	+	468	307
GUL06G003270	GWHHCNU00000006.1	38202391	38202717	-	327	0
GUL06G003271	GWHHCNU00000006.1	38208244	38211280	-	3037	0
GUL06G003272	GWHHCNU00000006.1	38212218	38214197	-	1980	2590
GUL06G003273	GWHHCNU00000006.1	38215213	38215443	+	231	0
GUL06G003274	GWHHCNU00000006.1	38243230	38246975	-	3746	471
GUL06G003275	GWHHCNU00000006.1	38252719	38255884	+	3166	717
GUL06G003276	GWHHCNU00000006.1	38256548	38257646	+	1099	0
GUL06G003277	GWHHCNU00000006.1	38257975	38259261	-	1287	0
GUL06G003278	GWHHCNU00000006.1	38262708	38263445	-	738	615
GUL06G003279	GWHHCNU00000006.1	38273437	38275155	+	1719	727
GUL06G003280	GWHHCNU00000006.1	38276931	38277443	-	513	170
GUL06G003281	GWHHCNU00000006.1	38286166	38286849	-	684	549
GUL06G003282	GWHHCNU00000006.1	38306167	38307848	+	1682	8776
GUL06G003283	GWHHCNU00000006.1	38317861	38318115	-	255	0
GUL06G003284	GWHHCNU00000006.1	38329798	38331535	-	1738	0
GUL06G003285	GWHHCNU00000006.1	38334674	38338283	+	3610	537
GUL06G003286	GWHHCNU00000006.1	38342286	38343461	+	1176	0
GUL06G003287	GWHHCNU00000006.1	38346689	38347579	-	891	1
GUL06G003288	GWHHCNU00000006.1	38353105	38355995	-	2891	781
GUL06G003289	GWHHCNU00000006.1	38364754	38365020	-	267	0
GUL06G003290	GWHHCNU00000006.1	38368955	38369998	+	1044	2629
GUL06G003291	GWHHCNU00000006.1	38372001	38374786	+	2786	1494
GUL06G003292	GWHHCNU00000006.1	38375815	38378121	-	2307	1578
GUL06G003293	GWHHCNU00000006.1	38386288	38387576	+	1289	2614
GUL06G003294	GWHHCNU00000006.1	38390474	38390773	-	300	0
GUL06G003295	GWHHCNU00000006.1	38393524	38395340	-	1817	0
GUL06G003296	GWHHCNU00000006.1	38404992	38414747	-	9756	472
GUL06G003297	GWHHCNU00000006.1	38418393	38418986	+	594	0
GUL06G003298	GWHHCNU00000006.1	38422764	38424531	-	1768	176
GUL06G003299	GWHHCNU00000006.1	38431259	38436503	+	5245	584
GUL06G003300	GWHHCNU00000006.1	38438625	38441521	+	2897	15
GUL06G003301	GWHHCNU00000006.1	38441791	38444070	+	2280	68
GUL06G003302	GWHHCNU00000006.1	38447483	38451269	+	3787	685
GUL06G003303	GWHHCNU00000006.1	38453618	38454697	+	1080	0
GUL06G003304	GWHHCNU00000006.1	38456107	38458109	-	2003	123
GUL06G003305	GWHHCNU00000006.1	38459854	38462539	-	2686	1062
GUL06G003306	GWHHCNU00000006.1	38463721	38464398	-	678	0
GUL06G003307	GWHHCNU00000006.1	38467778	38471051	-	3274	132
GUL06G003308	GWHHCNU00000006.1	38473292	38476651	+	3360	5669
GUL06G003309	GWHHCNU00000006.1	38486218	38486818	-	601	783
GUL06G003310	GWHHCNU00000006.1	38489732	38491301	+	1570	242
GUL06G003311	GWHHCNU00000006.1	38493190	38495794	-	2605	1817
GUL06G003312	GWHHCNU00000006.1	38508253	38511618	+	3366	0
GUL06G003313	GWHHCNU00000006.1	38512702	38518566	-	5865	34
GUL06G003314	GWHHCNU00000006.1	38520566	38522023	-	1458	0
GUL06G003315	GWHHCNU00000006.1	38522859	38524393	-	1535	0
GUL06G003316	GWHHCNU00000006.1	38525325	38528549	-	3225	513
GUL06G003317	GWHHCNU00000006.1	38546529	38551303	-	4775	81
GUL06G003318	GWHHCNU00000006.1	38580410	38587745	-	7336	3939
GUL06G003319	GWHHCNU00000006.1	38602066	38607996	-	5931	140
